"item_id","title","seller_sku","price","currency","available_quantity","sold_quantity","status","category_id","condition","listing_type","permalink","date_created","last_updated"
"MLA1991762616","Cubre Alfombra Termoformadas Toyota Corolla 2020+ Oe",,"280000","ARS","198","163","active","MLA2219","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1991762616-cubre-alfombra-termoformadas-toyota-corolla-2020-oe-_JM","2025-01-08T14:45:31.970Z","2025-12-05T16:17:56.633Z"
"MLA1991762608","Cubre Alfombra Termoformadas Chevrolet Tracker G2 2014",,"280000","ARS","8","73","active","MLA2219","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1991762608-cubre-alfombra-termoformadas-chevrolet-tracker-g2-2014-_JM","2025-01-08T14:45:31.936Z","2025-12-07T13:23:28.241Z"
"MLA1471405959","Carburador Keihin Pwk Cortina Plana Moto Japón 34mm",,"71500","ARS","0","66","paused","MLA22655","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1471405959-carburador-keihin-pwk-cortina-plana-moto-japon-34mm-_JM","2025-01-13T17:34:19.698Z","2025-10-31T14:25:17.791Z"
"MLA1472639133","Bobina Encendido Golf Mk7 Audi Mqb Rs3 Vento 1.8 2.0 Oe",,"36494","ARS","136","0","active","MLA60957","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1472639133-bobina-encendido-golf-mk7-audi-mqb-rs3-vento-18-20-oe-_JM","2025-01-21T12:37:28.522Z","2025-11-19T02:27:50.248Z"
"MLA1470721333","Bujia Iridium Ngk Vw Bora Golf Vento Audi A3 1.8t 2.0t",,"17500","ARS","1027","35","active","MLA388825","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1470721333-bujia-iridium-ngk-vw-bora-golf-vento-audi-a3-18t-20t-_JM","2025-01-09T14:41:46.124Z","2025-12-03T15:00:23.088Z"
"MLA2000077780","Cuerpo Mariposa Peugeot 206 207 307 C3 C4 Partner 1.6 16v Oe",,"119900","ARS","40","88","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2000077780-cuerpo-mariposa-peugeot-206-207-307-c3-c4-partner-16-16v-oe-_JM","2025-01-22T12:02:09.400Z","2025-12-06T15:16:57.950Z"
"MLA1470509015","Kit X4 Bujias Ngk Iridium Dcpr9eix 2316 Dcpr9e Iridium Japon",,"208359","ARS","13","0","active","MLA388825","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1470509015-kit-x4-bujias-ngk-iridium-dcpr9eix-2316-dcpr9e-iridium-japon-_JM","2025-01-08T17:39:10.243Z","2025-10-31T14:25:23.197Z"
"MLA1470613145","Sonda Lambda Chevrolet Corsa 1.6 Astra 2.0 Zafira 1 Cable",,"33900","ARS","12","13","active","MLA86019","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1470613145-sonda-lambda-chevrolet-corsa-16-astra-20-zafira-1-cable-_JM","2025-01-08T18:04:17.870Z","2025-12-05T14:24:31.802Z"
"MLA1470599083","Bujia Ngk Iridium Dcpr9eix 2316 Dcpr9e Iridium Japon",,"42898","ARS","52","2","active","MLA388825","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1470599083-bujia-ngk-iridium-dcpr9eix-2316-dcpr9e-iridium-japon-_JM","2025-01-08T17:30:55.710Z","2025-12-04T13:40:44.606Z"
"MLA1991762610","Cubre Alfombras Termoformadas Vw Amarok Premium Oe",,"280000","ARS","200","29","active","MLA2219","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1991762610-cubre-alfombras-termoformadas-vw-amarok-premium-oe-_JM","2025-01-08T14:45:31.937Z","2025-12-05T02:19:09.587Z"
"MLA1470496935","Sonda Lambda Chevrolet Corsa 1.6 Astra 2.0 Zafira 1 Cable",,"29401","ARS","12","11","active","MLA86019","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1470496935-sonda-lambda-chevrolet-corsa-16-astra-20-zafira-1-cable-_JM","2025-01-08T18:08:32.899Z","2025-12-05T14:24:32.140Z"
"MLA1472639609","Kit X4 Bobina Encendido Golf Mk7 Audi Mqb Rs3 Vento 1.8 2.0",,"165882","ARS","34","0","active","MLA60957","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1472639609-kit-x4-bobina-encendido-golf-mk7-audi-mqb-rs3-vento-18-20-_JM","2025-01-21T12:54:44.349Z","2025-10-31T14:25:15.004Z"
"MLA1470573473","Kit X4 Bujias Ngk Iridium Dcpr9eix 2316 Dcpr9e Iridium Japon",,"171490","ARS","13","1","active","MLA388825","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1470573473-kit-x4-bujias-ngk-iridium-dcpr9eix-2316-dcpr9e-iridium-japon-_JM","2025-01-08T17:37:01.403Z","2025-10-31T14:25:17.058Z"
"MLA1470612507","Válvula Retorno Inyector Renault Clio Kangoo 1.5 Dci",,"59180","ARS","0","19","paused","MLA373380","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1470612507-valvula-retorno-inyector-renault-clio-kangoo-15-dci-_JM","2025-01-08T17:46:51.939Z","2025-10-31T14:25:13.216Z"
"MLA1472710501","Cuerpo Mariposa Ford Ka Ecosport 1.5 3 Cil Dragon Oe",,"201000","ARS","54","12","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1472710501-cuerpo-mariposa-ford-ka-ecosport-15-3-cil-dragon-oe-_JM","2025-01-21T14:14:27.572Z","2025-12-04T21:40:38.276Z"
"MLA1991762612","Cubre Alfombra Termoformada Toyota Hilux 2005 2015 Premium",,"280000","ARS","5","70","active","MLA2219","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1991762612-cubre-alfombra-termoformada-toyota-hilux-2005-2015-premium-_JM","2025-01-08T14:45:31.939Z","2025-12-06T03:57:40.580Z"
"MLA1472742435","Bobina Encendido Golf Mk7 Audi Mqb Rs3 Vento 1.8 2.0 Oe",,"32900","ARS","136","8","active","MLA60957","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1472742435-bobina-encendido-golf-mk7-audi-mqb-rs3-vento-18-20-oe-_JM","2025-01-21T12:44:13.321Z","2025-11-27T22:57:30.705Z"
"MLA2000079942","Cuerpo Mariposa Peugeot 206 207 307 C3 C4 Partner 1.6 16v Oe",,"119567","ARS","40","51","active","MLA61202","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2000079942-cuerpo-mariposa-peugeot-206-207-307-c3-c4-partner-16-16v-oe-_JM","2025-01-22T13:16:51.305Z","2025-12-06T15:16:56.402Z"
"MLA1470535181","Válvula Retorno Inyector Renault Clio Kangoo 1.5 Dci",,"70207","ARS","0","9","paused","MLA373380","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1470535181-valvula-retorno-inyector-renault-clio-kangoo-15-dci-_JM","2025-01-08T17:48:45.714Z","2025-10-31T14:25:14.564Z"
"MLA1474913623","Cuerpo Mariposa Fiat Palio Siena Punto Strada 1.8 8v Oe",,"142437","ARS","27","11","active","MLA61202","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1474913623-cuerpo-mariposa-fiat-palio-siena-punto-strada-18-8v-oe-_JM","2025-02-04T15:30:33.456Z","2025-12-07T19:56:20.793Z"
"MLA2003309586","Cuerpo Mariposa Vw Volkswagen Vento 2.5 New Beetle Oe",,"119000","ARS","20","25","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2003309586-cuerpo-mariposa-vw-volkswagen-vento-25-new-beetle-oe-_JM","2025-01-27T13:40:40.328Z","2025-11-21T15:56:33.824Z"
"MLA1473986921","Cuerpo Mariposa Fiat Palio Siena Punto Strada 1.8 8v Oe",,"99900","ARS","27","121","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1473986921-cuerpo-mariposa-fiat-palio-siena-punto-strada-18-8v-oe-_JM","2025-01-29T17:32:57.550Z","2025-12-08T11:09:28.003Z"
"MLA2007623242","Bocha Palanca Cambio Chevrolet Onix Prisma Joy Sonic Spin Oe Negro",,"26950","ARS","47","612","active","MLA373147","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2007623242-bocha-palanca-cambio-chevrolet-onix-prisma-joy-sonic-spin-oe-negro-_JM","2025-02-04T13:44:44.056Z","2025-12-08T11:44:07.094Z"
"MLA2007219190","Arandela Anodizada Aluminio Moto Auto 6mm M6 X10 Hp Factory",,"3900","ARS","950","5132","active","MLA373315","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2007219190-arandela-anodizada-aluminio-moto-auto-6mm-m6-x10-hp-factory-_JM","2025-02-03T19:39:43.626Z","2025-12-05T20:12:32.845Z"
"MLA2003464610","Cuerpo Mariposa Vw Gol Trend Fox Suran Voyage Saveiro Oe",,"140546","ARS","0","10","paused","MLA61202","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2003464610-cuerpo-mariposa-vw-gol-trend-fox-suran-voyage-saveiro-oe-_JM","2025-01-27T13:12:00.481Z","2025-11-17T12:04:16.588Z"
"MLA2005940730","Llave De Luces Palanca Control Renault Oroch Sandero Logan",,"27500","ARS","26","2","active","MLA376665","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2005940730-llave-de-luces-palanca-control-renault-oroch-sandero-logan-_JM","2025-01-31T12:51:50.138Z","2025-11-26T11:50:18.702Z"
"MLA2003333568","Cuerpo Mariposa Chevrolet Prisma Corsa Celta 1.4 Oe",,"179400","ARS","80","8","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2003333568-cuerpo-mariposa-chevrolet-prisma-corsa-celta-14-oe-_JM","2025-01-27T12:12:40.667Z","2025-11-17T12:04:14.236Z"
"MLA2004862446","Cuerpo Mariposa Peugeot Citroen Mini Cooper Ds 1.6 Thp Oe",,"247500","ARS","22","0","active","MLA61202","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2004862446-cuerpo-mariposa-peugeot-citroen-mini-cooper-ds-16-thp-oe-_JM","2025-01-29T14:45:52.492Z","2025-11-17T12:04:13.787Z"
"MLA2005103666","Cuerpo Mariposa Fiat Uno Fiorino Strada 1.3 8v Fire Oe",,"91000","ARS","39","64","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2005103666-cuerpo-mariposa-fiat-uno-fiorino-strada-13-8v-fire-oe-_JM","2025-01-29T15:29:18.400Z","2025-12-04T13:52:11.584Z"
"MLA2004873766","Cuerpo Mariposa Peugeot Citroen Mini Cooper Ds 1.6 Thp Oe",,"167855","ARS","22","15","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2004873766-cuerpo-mariposa-peugeot-citroen-mini-cooper-ds-16-thp-oe-_JM","2025-01-29T14:09:22.164Z","2025-11-20T23:09:26.357Z"
"MLA2007811800","Bocha Palanca Cambio Toyota Corolla Etios Yaris Oe Negro",,"40874","ARS","0","0","paused","MLA373147","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2007811800-bocha-palanca-cambio-toyota-corolla-etios-yaris-oe-negro-_JM","2025-02-04T16:02:16.006Z","2025-11-17T12:04:14.683Z"
"MLA1473708655","Cuerpo Mariposa Ford Fiesta Ecosport Focus Sigma 1.6 1.5 Oe",,"141176","ARS","101","18","paused","MLA61202","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1473708655-cuerpo-mariposa-ford-fiesta-ecosport-focus-sigma-16-15-oe-_JM","2025-01-28T17:54:44.500Z","2025-11-17T12:04:15.564Z"
"MLA2005992460","Llave De Luces Palanca Control Renault Oroch Sandero Logan",,"34691","ARS","26","36","active","MLA376665","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2005992460-llave-de-luces-palanca-control-renault-oroch-sandero-logan-_JM","2025-01-31T12:48:58.374Z","2025-11-26T11:50:14.382Z"
"MLA2003282160","Cuerpo Mariposa Vw Gol Trend Fox Suran Voyage Saveiro Oe",,"119900","ARS","0","34","paused","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2003282160-cuerpo-mariposa-vw-gol-trend-fox-suran-voyage-saveiro-oe-_JM","2025-01-27T12:56:12.274Z","2025-11-17T12:04:16.510Z"
"MLA2007146596","Arandela Anodizada Aluminio Moto Auto 6mm M6 X10 Colores Jdm",,"3900","ARS","1914","3613","active","MLA373315","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2007146596-arandela-anodizada-aluminio-moto-auto-6mm-m6-x10-colores-jdm-_JM","2025-02-03T15:05:05.548Z","2025-12-08T04:24:01.437Z"
"MLA2007621364","Arandela Anodizada Aluminio Moto Auto 6mm M6 X10 D1-spec",,"3900","ARS","1376","4935","active","MLA373315","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2007621364-arandela-anodizada-aluminio-moto-auto-6mm-m6-x10-d1-spec-_JM","2025-02-04T12:54:07.104Z","2025-12-08T03:07:52.892Z"
"MLA2007516738","Arandela Anodizada Aluminio Moto Auto 6mm M6 X6 Hp Factory",,"3463","ARS","406","1066","active","MLA373315","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2007516738-arandela-anodizada-aluminio-moto-auto-6mm-m6-x6-hp-factory-_JM","2025-02-04T12:35:58.791Z","2025-12-07T23:40:00.041Z"
"MLA2004871220","Cuerpo Mariposa Para Dodge Journey 2.7 V6 Oe",,"156000","ARS","6","21","active","MLA61202","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2004871220-cuerpo-mariposa-para-dodge-journey-27-v6-oe-_JM","2025-01-29T13:15:26.010Z","2025-11-17T12:04:15.564Z"
"MLA2007555334","Arandela Anodizada Aluminio Moto Auto 6mm M6 X8 Hp Factory",,"3848","ARS","2462","2796","active","MLA373315","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2007555334-arandela-anodizada-aluminio-moto-auto-6mm-m6-x8-hp-factory-_JM","2025-02-04T12:11:39.639Z","2025-11-27T18:22:12.557Z"
"MLA2008281758","Tecla Levantavidrios Doble Mercedes Benz Atego Axor 2018+ Oe",,"139174","ARS","50","1","active","MLA456607","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2008281758-tecla-levantavidrios-doble-mercedes-benz-atego-axor-2018-oe-_JM","2025-02-05T14:15:02.469Z","2025-10-31T14:25:17.128Z"
"MLA2008446786","Stereo Bluetooth Usb 2.0 Mp3 Lector Sd 60x4 Jsd-520",,"22400","ARS","180","1836","active","MLA6867","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2008446786-stereo-bluetooth-usb-20-mp3-lector-sd-60x4-jsd-520-_JM","2025-02-05T13:15:40.808Z","2025-12-06T07:28:42.230Z"
"MLA1474817117","Bocha Palanca De Cambios Honda Civic Type R Fit City 5ta Oe Plateado",,"35283","ARS","26","17","active","MLA373147","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1474817117-bocha-palanca-de-cambios-honda-civic-type-r-fit-city-5ta-oe-plateado-_JM","2025-02-04T18:44:46.570Z","2025-12-04T03:04:13.128Z"
"MLA1474822481","Bocha Palanca Cambio Ford Ecosport Focus Fiesta Ka 5ta Oe Plateado",,"27700","ARS","128","255","active","MLA373147","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474822481-bocha-palanca-cambio-ford-ecosport-focus-fiesta-ka-5ta-oe-plateado-_JM","2025-02-04T15:21:20.167Z","2025-12-07T14:18:25.693Z"
"MLA1474888111","Bocha Palanca Cambio Honda New Civic Lxs Exs 2006 A 2011 Oe Negro",,"49573","ARS","52","19","active","MLA373147","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1474888111-bocha-palanca-cambio-honda-new-civic-lxs-exs-2006-a-2011-oe-negro-_JM","2025-02-04T15:46:06.257Z","2025-12-03T23:56:40.607Z"
"MLA1474877975","Bocha Palanca Cambio Toyota Corolla Etios Yaris Cuero Oe Plateado",,"44104","ARS","56","58","active","MLA373147","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1474877975-bocha-palanca-cambio-toyota-corolla-etios-yaris-cuero-oe-plateado-_JM","2025-02-04T17:06:39.006Z","2025-12-03T13:11:00.710Z"
"MLA1474847001","Bocha Palanca Cambio Ford Ecosport Focus Fiesta Ka 5ta Oe Negro",,"27700","ARS","95","308","active","MLA373147","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474847001-bocha-palanca-cambio-ford-ecosport-focus-fiesta-ka-5ta-oe-negro-_JM","2025-02-04T14:47:24.162Z","2025-12-07T18:42:21.991Z"
"MLA2008293584","Palanca De Freno De Mano Honda Civic 2006 A 2011 Exs Lxs Oe",,"43815","ARS","131","11","active","MLA61197","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2008293584-palanca-de-freno-de-mano-honda-civic-2006-a-2011-exs-lxs-oe-_JM","2025-02-05T13:53:19.286Z","2025-12-01T18:04:03.509Z"
"MLA1474829979","Bocha Palanca De Cambios Honda Civic Type R Fit City 5ta Oe Plateado",,"33000","ARS","26","7","active","MLA373147","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474829979-bocha-palanca-de-cambios-honda-civic-type-r-fit-city-5ta-oe-plateado-_JM","2025-02-04T18:41:33.211Z","2025-12-01T03:18:24.541Z"
"MLA1474888461","Bocha Palanca Cambio Toyota Corolla Etios Yaris Oe Negro",,"28300","ARS","0","160","paused","MLA373147","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474888461-bocha-palanca-cambio-toyota-corolla-etios-yaris-oe-negro-_JM","2025-02-04T15:57:35.992Z","2025-11-17T12:04:14.607Z"
"MLA1474912115","Bocha Palanca Cambio Ford Ecosport Focus Fiesta Ka 5ta Oe Negro",,"40631","ARS","95","27","active","MLA373147","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1474912115-bocha-palanca-cambio-ford-ecosport-focus-fiesta-ka-5ta-oe-negro-_JM","2025-02-04T14:54:05.457Z","2025-12-05T17:19:22.617Z"
"MLA1474822549","Bocha Palanca Cambio Ford Ecosport Focus Fiesta Ka 5ta Oe Plateado",,"40631","ARS","128","121","active","MLA373147","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1474822549-bocha-palanca-cambio-ford-ecosport-focus-fiesta-ka-5ta-oe-plateado-_JM","2025-02-04T15:23:41.413Z","2025-12-07T14:18:43.110Z"
"MLA2008625184","Tecla Levantavidrios Doble Mercedes Benz Atego Axor 2018+ Oe",,"66000","ARS","50","49","active","MLA456607","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2008625184-tecla-levantavidrios-doble-mercedes-benz-atego-axor-2018-oe-_JM","2025-02-05T14:13:19.744Z","2025-11-20T14:24:51.390Z"
"MLA2008292302","Palanca De Cambios Selectora Sprinter Cdi 311 313 413 Oe",,"117764","ARS","69","6","active","MLA373446","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2008292302-palanca-de-cambios-selectora-sprinter-cdi-311-313-413-oe-_JM","2025-02-05T13:07:56.190Z","2025-11-14T14:32:59.518Z"
"MLA1474888021","Bocha Palanca Cambio Honda New Civic Lxs Exs 2006 A 2011 Oe Negro",,"27500","ARS","52","37","active","MLA373147","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474888021-bocha-palanca-cambio-honda-new-civic-lxs-exs-2006-a-2011-oe-negro-_JM","2025-02-04T15:43:47.521Z","2025-12-03T23:56:23.538Z"
"MLA2008446408","Palanca De Cambios Selectora Sprinter Cdi 311 313 413 Oe",,"98000","ARS","69","43","active","MLA373446","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2008446408-palanca-de-cambios-selectora-sprinter-cdi-311-313-413-oe-_JM","2025-02-05T13:01:51.218Z","2025-11-14T14:33:00.412Z"
"MLA1474887465","Cuerpo Mariposa Fiat Uno Fiorino Strada 1.3 8v Fire Oe",,"120194","ARS","39","26","active","MLA61202","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-1474887465-cuerpo-mariposa-fiat-uno-fiorino-strada-13-8v-fire-oe-_JM","2025-02-04T15:27:36.991Z","2025-12-02T21:04:32.724Z"
"MLA2008447194","Llave Palanca Luces Limpiaparabrisas Sprinter 310 313 413 Oe",,"91096","ARS","12","10","active","MLA376666","new","gold_pro","https://articulo.mercadolibre.com.ar/MLA-2008447194-llave-palanca-luces-limpiaparabrisas-sprinter-310-313-413-oe-_JM","2025-02-05T13:28:39.276Z","2025-11-30T23:56:40.567Z"
"MLA1474877899","Bocha Palanca Cambio Toyota Corolla Etios Yaris Cuero Oe Plateado",,"28300","ARS","56","69","active","MLA373147","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474877899-bocha-palanca-cambio-toyota-corolla-etios-yaris-cuero-oe-plateado-_JM","2025-02-04T17:03:49.911Z","2025-12-03T13:11:20.399Z"
"MLA2008434960","Palanca De Freno De Mano Honda Civic 2006 A 2011 Exs Lxs Oe",,"31900","ARS","131","50","active","MLA61197","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2008434960-palanca-de-freno-de-mano-honda-civic-2006-a-2011-exs-lxs-oe-_JM","2025-02-05T13:48:07.871Z","2025-12-01T18:04:00.413Z"
"MLA1477746637","Conjunto Núcleo Turbo Chico Vw Amarok Biturbo 180hp R2s Kp35",,"172500","ARS","104","29","active","MLA389050","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1477746637-conjunto-nucleo-turbo-chico-vw-amarok-biturbo-180hp-r2s-kp35-_JM","2025-02-20T12:11:11.584Z","2025-12-05T15:05:12.892Z"
"MLA1475692529","Estereo Stereo Doble Din 7 Táctil Mirror Waze Sin Camara Rev Negro",,"78650","ARS","0","94","paused","MLA7446","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1475692529-estereo-stereo-doble-din-7-tactil-mirror-waze-sin-camara-rev-negro-_JM","2025-02-10T11:58:17.713Z","2025-10-31T14:25:10.827Z"
"MLA2009267058","Funda Cubre Asiento Fundas Auto Universal Cuero + Volante",,"155000","ARS","293","393","active","MLA72278","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2009267058-funda-cubre-asiento-fundas-auto-universal-cuero-volante-_JM","2025-02-06T13:33:50.865Z","2025-12-08T11:19:51.556Z"
"MLA1474957021","Tapa De Valvulas Peugeot 307 408 308 407 C4 2.0 16v Ew10a Oe",,"65000","ARS","0","258","paused","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474957021-tapa-de-valvulas-peugeot-307-408-308-407-c4-20-16v-ew10a-oe-_JM","2025-02-05T19:12:22.501Z","2025-11-27T18:37:29.827Z"
"MLA2010137540","Cubre Alfombra Termoformadas Over Mat Toyota Hilux Oe Negro",,"280000","ARS","493","42","active","MLA2219","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2010137540-cubre-alfombra-termoformadas-over-mat-toyota-hilux-oe-negro-_JM","2025-02-07T13:46:57.235Z","2025-12-08T03:56:04.844Z"
"MLA1475738215","Tapa Válvulas Renault Clio 2 1.2 16v D4f Oe",,"77500","ARS","0","112","paused","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1475738215-tapa-valvulas-renault-clio-2-12-16v-d4f-oe-_JM","2025-02-10T18:09:32.161Z","2025-11-27T18:50:05.157Z"
"MLA2009277264","Tapa Valvulas Bmw 118i 120i 318i 320i E87 E90 2003-2007 Oe",,"208000","ARS","7","3","active","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2009277264-tapa-valvulas-bmw-118i-120i-318i-320i-e87-e90-2003-2007-oe-_JM","2025-02-06T12:12:07.863Z","2025-11-28T12:32:42.312Z"
"MLA2009526926","Multiple Admision Mercedes Benz Glk280 Glk300 C250 C300 E350",,"581000","ARS","8","7","active","MLA373319","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2009526926-multiple-admision-mercedes-benz-glk280-glk300-c250-c300-e350-_JM","2025-02-06T18:43:47.919Z","2025-12-05T14:10:39.167Z"
"MLA2010200428","Cubre Alfombras Termoformadas Vw Amarok Premium Oe Negro",,"280000","ARS","200","23","active","MLA2219","new","gold_special","https://internal-shop.mercadoshops.com.ar/MLA-2010200428-cubre-alfombras-termoformadas-vw-amarok-premium-oe-negro-_JM","2025-02-07T12:52:51.386Z","2025-12-06T06:56:40.284Z"
"MLA2021694980","Kit Tapas De Valvulas Volkswagen Amarok V6 Audi Q7 3.0 Oe",,"1560000","ARS","24","20","active","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2021694980-kit-tapas-de-valvulas-volkswagen-amarok-v6-audi-q7-30-oe-_JM","2025-02-26T19:06:15.912Z","2025-11-27T13:17:29.991Z"
"MLA2009460240","Tapa De Valvulas Ford Ranger Transit Boxer 2.2 Tdci Puma Oe",,"120000","ARS","4","31","active","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2009460240-tapa-de-valvulas-ford-ranger-transit-boxer-22-tdci-puma-oe-_JM","2025-02-06T16:54:50.124Z","2025-12-04T22:27:42.388Z"
"MLA2009550522","Tapa Valvulas Chevrolet Cruze Sonic Tracker 1.8 1.6 Aluminio",,"133000","ARS","0","66","paused","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2009550522-tapa-valvulas-chevrolet-cruze-sonic-tracker-18-16-aluminio-_JM","2025-02-06T17:36:04.123Z","2025-11-17T12:04:16.167Z"
"MLA2014339178","Llave Luces Palanca Renault Sandero Antiniebla Delantero",,"27500","ARS","42","34","active","MLA376665","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2014339178-llave-luces-palanca-renault-sandero-antiniebla-delantero-_JM","2025-02-13T19:24:21.370Z","2025-11-14T13:42:09.526Z"
"MLA1477843515","Tuerca De Rueda Aluminio 14x1.50 Punta Colores",,"109998","ARS","24","0","paused","MLA372055","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1477843515-tuerca-de-rueda-aluminio-14x150-punta-colores-_JM","2025-02-20T17:40:00.742Z","2025-10-31T14:25:22.473Z"
"MLA1474966199","Tapa Valvulas Volkswagen Amarok Q7 3.0 V6 Lado Conductor Oe",,"780000","ARS","24","18","active","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474966199-tapa-valvulas-volkswagen-amarok-q7-30-v6-lado-conductor-oe-_JM","2025-02-05T18:06:42.427Z","2025-11-27T18:48:09.914Z"
"MLA1475151027","Tapa De Valvulas Chevrolet Corsa Fun Celta 1.0 1.4 1.6 1.8",,"39900","ARS","0","122","paused","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1475151027-tapa-de-valvulas-chevrolet-corsa-fun-celta-10-14-16-18-_JM","2025-02-06T13:17:33.577Z","2025-11-17T12:04:18.398Z"
"MLA1474981121","Tapa Valvulas Volkswagen Amarok Q7 3.0 V6 Acompañante Oe",,"780000","ARS","34","57","active","MLA60955","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1474981121-tapa-valvulas-volkswagen-amarok-q7-30-v6-acompanante-oe-_JM","2025-02-05T18:39:02.968Z","2025-11-28T00:01:14.318Z"
"MLA1476873911","Carburador Keihin Pwk Cortina Plana Moto Japón 40mm",,"79900","ARS","5","79","active","MLA22655","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-1476873911-carburador-keihin-pwk-cortina-plana-moto-japon-40mm-_JM","2025-02-14T15:58:42.620Z","2025-12-02T17:59:53.710Z"
"MLA2013180510","Llave Palanca Luces Limpiaparabrisas Sprinter 310 313 413 Oe",,"79200","ARS","12","48","active","MLA376665","new","gold_special","https://articulo.mercadolibre.com.ar/MLA-2013180510-llave-palanca-luces-limpiaparabrisas-sprinter-310-313-413-oe-_JM","2025-02-12T12:05:21.075Z","2025-11-30T23:56:19.409Z"
