"buyer_id","buyer_nickname","total_orders","total_spent","first_purchase","last_purchase","unique_products","is_repeat_buyer"
"543103033","SANTIAGOIVANBARRIOS","1","3900","2025-12-05T09:27:55.000-04:00","2025-12-05T09:27:55.000-04:00","1","NO"
"2161187930","HB20241215193818","1","22000","2025-12-05T09:25:33.000-04:00","2025-12-05T09:25:33.000-04:00","1","NO"
"393661580","EMANUELMMADEO","1","19800","2025-12-05T09:24:35.000-04:00","2025-12-05T09:24:35.000-04:00","1","NO"
"430908417","MBAEZAUTN","1","32999","2025-12-05T09:20:06.000-04:00","2025-12-05T09:20:06.000-04:00","1","NO"
"39150075","VIC_WILLINER","1","32999","2025-12-05T09:17:36.000-04:00","2025-12-05T09:17:36.000-04:00","1","NO"
"2456192578","GM20250522175408","1","40300","2025-12-05T08:58:39.000-04:00","2025-12-05T08:58:39.000-04:00","1","NO"
"309394160","MOJU9448339","1","11700","2025-12-05T08:56:48.000-04:00","2025-12-05T08:56:48.000-04:00","1","NO"
"184258418","TACCHIADRIANA","1","23000","2025-12-05T08:47:30.000-04:00","2025-12-05T08:47:30.000-04:00","1","NO"
"21329718","ZEMI8414452","3","62699","2025-12-05T08:45:23.000-04:00","2025-12-05T08:45:23.000-04:00","3","YES"
"215194279","MENMON2","1","40300","2025-12-05T08:44:34.000-04:00","2025-12-05T08:44:34.000-04:00","1","NO"
"376003216","AYRTONALVARINO18","1","22000","2025-12-05T08:44:13.000-04:00","2025-12-05T08:44:13.000-04:00","1","NO"
"137253536","NESTORCONVERSO","1","32999","2025-12-05T08:44:08.000-04:00","2025-12-05T08:44:08.000-04:00","1","NO"
"53713325","MARTORRESBODEN","1","32999","2025-12-05T08:40:05.000-04:00","2025-12-05T08:40:05.000-04:00","1","NO"
"140078404","EZEKIIEL1809","1","45600","2025-12-05T08:23:35.000-04:00","2025-12-05T08:23:35.000-04:00","1","NO"
"324243045","CACE3313906","2","42899","2025-12-05T08:22:48.000-04:00","2025-12-05T08:22:48.000-04:00","2","YES"
"23319929","COKY672010","1","51800","2025-12-05T08:19:42.000-04:00","2025-12-05T08:19:42.000-04:00","1","NO"
"736646621","BADA991884","1","3958","2025-12-05T08:19:01.000-04:00","2025-12-05T08:19:01.000-04:00","1","NO"
"462920272","NIEVASJOSEALFREDO","1","25500","2025-12-05T08:17:05.000-04:00","2025-12-05T08:17:05.000-04:00","1","NO"
"242665034","GAJU4585977","1","44333","2025-12-05T08:08:24.000-04:00","2025-12-05T08:08:24.000-04:00","1","NO"
"1730305559","BONI20240317142125","1","49999","2025-12-05T08:05:40.000-04:00","2025-12-05T08:05:40.000-04:00","1","NO"
"168373746","ROHE5708219","2","19500","2025-12-05T08:04:29.000-04:00","2025-12-05T08:04:29.000-04:00","1","YES"
"9894945","THECUCHI","1","23000","2025-12-04T20:05:43.000-04:00","2025-12-04T20:05:43.000-04:00","1","NO"
"28287358","FER_RES2010","1","22000","2025-12-05T07:59:55.000-04:00","2025-12-05T07:59:55.000-04:00","1","NO"
"1597681375","OLGU20231218120753","1","19900","2025-12-05T07:59:21.000-04:00","2025-12-05T07:59:21.000-04:00","1","NO"
"316832341","MARIAFLORENCIAGRAMAJOMARIAFLOR","2","47899","2025-12-05T07:51:16.000-04:00","2025-12-05T07:51:16.000-04:00","2","YES"
"339859140","SOMA8902410","1","27700","2025-12-04T20:43:31.000-04:00","2025-12-04T20:43:31.000-04:00","1","NO"
"229932345","RUMA6726484","1","49000","2025-12-05T07:49:10.000-04:00","2025-12-05T07:49:10.000-04:00","1","NO"
"59231453","POSA_MAY","1","67500","2025-12-05T07:45:35.000-04:00","2025-12-05T07:45:35.000-04:00","1","NO"
"630150115","ARSENIOGONCALVEZ","1","6930","2025-12-05T07:42:33.000-04:00","2025-12-05T07:42:33.000-04:00","1","NO"
"56852999","IMPORTADORVALACCO","4","90798","2025-11-24T21:48:35.000-04:00","2025-12-05T07:41:21.000-04:00","3","YES"
"695890729","AMJO7353706","1","19800","2025-12-05T07:39:54.000-04:00","2025-12-05T07:39:54.000-04:00","1","NO"
"200282025","LEONELA ACOSTA","1","25900","2025-12-05T07:38:49.000-04:00","2025-12-05T07:38:49.000-04:00","1","NO"
"16213714","ANAALZOGARAY","1","49000","2025-12-05T07:38:03.000-04:00","2025-12-05T07:38:03.000-04:00","1","NO"
"214306328","NATALIACALVARADO","1","25900","2025-12-05T07:37:02.000-04:00","2025-12-05T07:37:02.000-04:00","1","NO"
"62667785","ALE_MORENO1184","1","42900","2025-12-05T07:25:20.000-04:00","2025-12-05T07:25:20.000-04:00","1","NO"
"171287914","DIANACANGERI","1","32999","2025-12-05T07:23:29.000-04:00","2025-12-05T07:23:29.000-04:00","1","NO"
"116155677","DAIANAGUARINO","1","32999","2025-12-05T07:21:01.000-04:00","2025-12-05T07:21:01.000-04:00","1","NO"
"225081407","CLAUDIASEMCZUK","1","49000","2025-12-05T07:19:38.000-04:00","2025-12-05T07:19:38.000-04:00","1","NO"
"251278922","SOFIAANDREAMIGLIORE","1","32999","2025-12-05T07:18:33.000-04:00","2025-12-05T07:18:33.000-04:00","1","NO"
"360159720","SORO7030220","1","14900","2025-12-05T07:08:18.000-04:00","2025-12-05T07:08:18.000-04:00","1","NO"
"1009023326","ERNILUCIA20211029124712","1","14900","2025-12-05T07:06:45.000-04:00","2025-12-05T07:06:45.000-04:00","1","NO"
"829349280","MENDOZALAURA20211202214029","1","51800","2025-12-05T06:44:21.000-04:00","2025-12-05T06:44:21.000-04:00","1","NO"
"326962736","CRISTINAZABALA8","1","32999","2025-12-05T06:40:11.000-04:00","2025-12-05T06:40:11.000-04:00","1","NO"
"40484453","OSCARDDUTRA","1","127900","2025-12-05T06:24:40.000-04:00","2025-12-05T06:24:40.000-04:00","1","NO"
"1169777946","ACOSTAPAOLA20220729213512","1","65900","2025-12-05T06:09:17.000-04:00","2025-12-05T06:09:17.000-04:00","1","NO"
"1138956104","ALANISMARIA20220608083145","1","350000","2025-12-05T05:56:06.000-04:00","2025-12-05T05:56:06.000-04:00","1","NO"
"63105004","ELIAS322009","1","155000","2025-12-05T05:54:20.000-04:00","2025-12-05T05:54:20.000-04:00","1","NO"
"53368217","ANACARO18","1","29000","2025-12-05T05:53:18.000-04:00","2025-12-05T05:53:18.000-04:00","1","NO"
"171588911","MELANIEBARRERA19","1","32999","2025-12-05T05:45:31.000-04:00","2025-12-05T05:45:31.000-04:00","1","NO"
"298203118","JONATANBERNAD1991","1","280000","2025-12-05T05:45:29.000-04:00","2025-12-05T05:45:29.000-04:00","1","NO"
"1554392873","MENDEZLORENA20231118174449","1","3958","2025-12-05T04:02:55.000-04:00","2025-12-05T04:02:55.000-04:00","1","NO"
"244827112","EZEQL23","1","3958","2025-12-05T03:41:58.000-04:00","2025-12-05T03:41:58.000-04:00","1","NO"
"145991377","DAIANACOCHA","1","32999","2025-12-05T02:08:10.000-04:00","2025-12-05T02:08:10.000-04:00","1","NO"
"212516091","SORAYALOVERA","1","23000","2025-12-05T01:05:38.000-04:00","2025-12-05T01:05:38.000-04:00","1","NO"
"122742468","MARIOALEJANDROGRIBAUDO","1","40300","2025-12-05T00:53:30.000-04:00","2025-12-05T00:53:30.000-04:00","1","NO"
"273480340","GAFL8381449","1","49000","2025-12-05T00:31:37.000-04:00","2025-12-05T00:31:37.000-04:00","1","NO"
"216855340","LUCASPASSUCCI","1","280000","2025-12-04T23:51:29.000-04:00","2025-12-04T23:51:29.000-04:00","1","NO"
"136633189","LEONEPAULA09","1","49000","2025-12-04T23:21:38.000-04:00","2025-12-04T23:21:38.000-04:00","1","NO"
"796811139","OLEJNIKMAXIMILIANOMATEO","1","70500","2025-12-04T23:17:54.000-04:00","2025-12-04T23:17:54.000-04:00","1","NO"
"15241044","EZVE92","1","45600","2025-12-04T23:13:40.000-04:00","2025-12-04T23:13:40.000-04:00","1","NO"
"280838540","ZAIV7190810","1","29000","2025-12-04T23:02:30.000-04:00","2025-12-04T23:02:30.000-04:00","1","NO"
"164742475","JORGEETCHEPARE","1","26950","2025-12-04T22:54:13.000-04:00","2025-12-04T22:54:13.000-04:00","1","NO"
"84602958","SIR_JEJL","1","49000","2025-12-04T22:51:44.000-04:00","2025-12-04T22:51:44.000-04:00","1","NO"
"725064186","BUSTOSFRANCONICOLAS","1","21000","2025-12-04T22:47:50.000-04:00","2025-12-04T22:47:50.000-04:00","1","NO"
"1216821256","CORSINIFRANCO20221013113718","1","55000","2025-12-04T22:35:54.000-04:00","2025-12-04T22:35:54.000-04:00","1","NO"
"95517455","CARO.ZAMBELLI","1","26950","2025-12-04T22:28:38.000-04:00","2025-12-04T22:28:38.000-04:00","1","NO"
"378279071","MOAL2837997","1","49000","2025-12-04T22:28:12.000-04:00","2025-12-04T22:28:12.000-04:00","1","NO"
"168732339","VIMI7453364","1","23000","2025-12-04T22:09:54.000-04:00","2025-12-04T22:09:54.000-04:00","1","NO"
"147621673","MACR2264747","1","32900","2025-12-04T22:06:00.000-04:00","2025-12-04T22:06:00.000-04:00","1","NO"
"321948710","ANDRESVICTOR281","1","280000","2025-12-04T21:53:28.000-04:00","2025-12-04T21:53:28.000-04:00","1","NO"
"113586094","BRITOSLUIS81","1","55000","2025-12-04T21:47:14.000-04:00","2025-12-04T21:47:14.000-04:00","1","NO"
"338044644","ORTIZPATRICIA1979ORTIZPATRICIA","1","23000","2025-12-04T21:46:43.000-04:00","2025-12-04T21:46:43.000-04:00","1","NO"
"2535620135","AS20250705211616","1","32999","2025-12-04T21:37:41.000-04:00","2025-12-04T21:37:41.000-04:00","1","NO"
"89645036","IVANMOLI05","1","3958","2025-12-04T21:37:22.000-04:00","2025-12-04T21:37:22.000-04:00","1","NO"
"438510175","IRINASOFIACARMOSINO","1","23000","2025-12-04T21:35:47.000-04:00","2025-12-04T21:35:47.000-04:00","1","NO"
"179908488","DUMANMAS","1","32999","2025-12-04T21:34:52.000-04:00","2025-12-04T21:34:52.000-04:00","1","NO"
"267220975","SARO6816679","1","44700","2025-12-04T21:32:47.000-04:00","2025-12-04T21:32:47.000-04:00","1","NO"
"173561625","BENJAMIN BACHS","1","280000","2025-12-04T21:29:08.000-04:00","2025-12-04T21:29:08.000-04:00","1","NO"
"38026604","FLOGIGENA","2","52799","2025-12-04T21:27:39.000-04:00","2025-12-04T21:27:39.000-04:00","2","YES"
"517648993","MARIAVICTORIACANALEARANEGA","1","23000","2025-12-04T21:24:35.000-04:00","2025-12-04T21:24:35.000-04:00","1","NO"
"135367390","APPLEDOCTA","2","42899","2025-12-04T21:15:37.000-04:00","2025-12-04T21:15:37.000-04:00","2","YES"
"142184166","LUCRECIAEMILIO","1","65998","2025-12-04T21:14:49.000-04:00","2025-12-04T21:14:49.000-04:00","1","NO"
"346798505","TUAD9484401","1","65900","2025-12-04T21:12:09.000-04:00","2025-12-04T21:12:09.000-04:00","1","NO"
"286446781","ANAMARIAROVELLI","1","99900","2025-12-04T21:04:10.000-04:00","2025-12-04T21:04:10.000-04:00","1","NO"
"118464725","ANABELLAALMIRONANABELLAALMIRON","1","21000","2025-12-04T21:02:02.000-04:00","2025-12-04T21:02:02.000-04:00","1","NO"
"156466622","BEER7089108","1","65900","2025-12-04T20:57:57.000-04:00","2025-12-04T20:57:57.000-04:00","1","NO"
"47250168","PABLO MILONGA","1","49999","2025-12-04T20:49:14.000-04:00","2025-12-04T20:49:14.000-04:00","1","NO"
"548597230","MATIASCEJAS20220419232951","1","23000","2025-12-04T20:46:48.000-04:00","2025-12-04T20:46:48.000-04:00","1","NO"
"1156531485","ORTIZPABLO20220707152718","1","280000","2025-12-04T20:44:21.000-04:00","2025-12-04T20:44:21.000-04:00","1","NO"
"363387292","MARIADINAREGGIARDO","1","26500","2025-12-04T20:41:42.000-04:00","2025-12-04T20:41:42.000-04:00","1","NO"
"1032999791","CORREALORENA20220122225408","1","29900","2025-12-04T20:38:55.000-04:00","2025-12-04T20:38:55.000-04:00","1","NO"
"210451271","GACR2262298","1","25900","2025-12-04T20:34:20.000-04:00","2025-12-04T20:34:20.000-04:00","1","NO"
"1277589621","GONZALEZMILAGROS20230102114627","2","57604","2025-11-17T18:37:43.000-04:00","2025-12-04T20:32:23.000-04:00","2","YES"
"802550846","CAGA2211503","1","127900","2025-12-04T20:27:39.000-04:00","2025-12-04T20:27:39.000-04:00","1","NO"
"190920887","LUCIANODB1998","2","25800","2025-11-17T19:56:59.000-04:00","2025-12-04T20:25:20.000-04:00","1","YES"
"67083542","MARIAMAGDALENASANTANA","1","32999","2025-12-04T20:11:50.000-04:00","2025-12-04T20:11:50.000-04:00","1","NO"
"658793235","RALANDRSCONTRERAS","1","165000","2025-12-04T20:00:57.000-04:00","2025-12-04T20:00:57.000-04:00","1","NO"
"176635018","OLRE9427594","1","26950","2025-12-04T19:44:16.000-04:00","2025-12-04T19:44:16.000-04:00","1","NO"
"62111469","MARCAFFARATTI","1","20500","2025-12-04T19:42:30.000-04:00","2025-12-04T19:42:30.000-04:00","1","NO"
"1627002207","MAXIROMERO2101","1","150000","2025-12-04T19:35:20.000-04:00","2025-12-04T19:35:20.000-04:00","1","NO"
"358909375","CHUCHUEMANUEL","1","280000","2025-12-04T19:35:14.000-04:00","2025-12-04T19:35:14.000-04:00","1","NO"
"440518976","CHNI3863840","1","25900","2025-12-04T19:34:43.000-04:00","2025-12-04T19:34:43.000-04:00","1","NO"
"2201767740","GL20250108060433","1","26900","2025-12-04T19:29:04.000-04:00","2025-12-04T19:29:04.000-04:00","1","NO"
"433481818","SOFR8472963","1","3958","2025-12-04T19:27:03.000-04:00","2025-12-04T19:27:03.000-04:00","1","NO"
"133837663","CRISTDC","1","19800","2025-12-04T19:25:33.000-04:00","2025-12-04T19:25:33.000-04:00","1","NO"
"139956080","MAILENMIR","1","26950","2025-12-04T19:19:37.000-04:00","2025-12-04T19:19:37.000-04:00","1","NO"
"424810708","MAXIMOBALVERDI","1","3900","2025-12-04T19:18:01.000-04:00","2025-12-04T19:18:01.000-04:00","1","NO"
"207125778","FRANCISCOFABIANMELLADO","1","25900","2025-12-04T19:10:43.000-04:00","2025-12-04T19:10:43.000-04:00","1","NO"
"233494745","NIEVAMARIAVIRGINIA","1","14900","2025-12-04T19:10:14.000-04:00","2025-12-04T19:10:14.000-04:00","1","NO"
"451879131","ANDREASOFAZAMORANO","1","26500","2025-12-04T18:56:00.000-04:00","2025-12-04T18:56:00.000-04:00","1","NO"
"1083733121","VERONFRANCISCA20220303220559","1","349000","2025-12-04T18:56:16.000-04:00","2025-12-04T18:56:16.000-04:00","1","NO"
"194010939","BOJU352","2","47899","2025-12-04T18:44:20.000-04:00","2025-12-04T18:44:20.000-04:00","2","YES"
"518508068","FOAL884931","1","65900","2025-12-04T18:40:43.000-04:00","2025-12-04T18:40:43.000-04:00","1","NO"
"261243760","OSCRLAZARTE","2","98000","2025-12-01T09:39:54.000-04:00","2025-12-04T18:39:18.000-04:00","1","YES"
"1435801256","CALDERONGIOVANNA20230728100808","1","120000","2025-12-04T18:27:38.000-04:00","2025-12-04T18:27:38.000-04:00","1","NO"
"204100103","ESJA708313","1","218500","2025-12-04T18:27:11.000-04:00","2025-12-04T18:27:11.000-04:00","1","NO"
"12216855","RITECSOPORTE","1","26950","2025-12-04T18:26:43.000-04:00","2025-12-04T18:26:43.000-04:00","1","NO"
"187388680","CRISTIANLICHTENWALD","1","280000","2025-12-04T18:21:11.000-04:00","2025-12-04T18:21:11.000-04:00","1","NO"
"637442265","PAGA5584481","1","131800","2025-12-04T18:19:55.000-04:00","2025-12-04T18:19:55.000-04:00","1","NO"
"160297380","ARLU3955491","1","21000","2025-12-04T18:18:53.000-04:00","2025-12-04T18:18:53.000-04:00","1","NO"
"520028569","MATIASBUSTAMANTE608","1","22400","2025-12-04T18:15:29.000-04:00","2025-12-04T18:15:29.000-04:00","1","NO"
"397939920","ALYA7436574","4","160908","2025-11-10T14:22:40.000-04:00","2025-12-04T18:05:40.000-04:00","3","YES"
"4793428","CSSI-G","1","29800","2025-12-04T18:04:30.000-04:00","2025-12-04T18:04:30.000-04:00","1","NO"
"85270141","GE086","1","23000","2025-12-04T18:01:08.000-04:00","2025-12-04T18:01:08.000-04:00","1","NO"
"532558208","GEDA3727967","1","130000","2025-12-04T18:01:04.000-04:00","2025-12-04T18:01:04.000-04:00","1","NO"
"53222215","FER DUANO","1","14900","2025-12-04T17:57:34.000-04:00","2025-12-04T17:57:34.000-04:00","1","NO"
"259966804","SOLEDACHY","1","14900","2025-12-04T17:45:48.000-04:00","2025-12-04T17:45:48.000-04:00","1","NO"
"58009874","SERGIOMACIEL_DRA","1","32999","2025-12-04T17:41:30.000-04:00","2025-12-04T17:41:30.000-04:00","1","NO"
"2118322877","AI20241126173847","1","127900","2025-12-04T16:22:55.000-04:00","2025-12-04T16:22:55.000-04:00","1","NO"
"1310039756","BARUQUEFRANCO20230214013255","1","67000","2025-12-04T17:33:52.000-04:00","2025-12-04T17:33:52.000-04:00","1","NO"
"163454037","CARLOSANTONIOJARA","1","146000","2025-12-04T17:32:08.000-04:00","2025-12-04T17:32:08.000-04:00","1","NO"
"321068673","MOGI5218245","1","22000","2025-12-04T17:29:07.000-04:00","2025-12-04T17:29:07.000-04:00","1","NO"
"82548172","LAGORDATOTA","2","42899","2025-12-04T17:22:46.000-04:00","2025-12-04T17:22:46.000-04:00","2","YES"
"1008167607","LUISJOSE20211027232220","1","41300","2025-12-04T17:14:55.000-04:00","2025-12-04T17:14:55.000-04:00","1","NO"
"568963116","FIORELLOFRANCO","1","39000","2025-12-04T17:14:17.000-04:00","2025-12-04T17:14:17.000-04:00","1","NO"
"256289781","JAIME SOSEGADO","1","3958","2025-12-04T17:11:30.000-04:00","2025-12-04T17:11:30.000-04:00","1","NO"
"1232713017","SPADAFORAROMINA20221105210739","1","65900","2025-12-04T17:11:31.000-04:00","2025-12-04T17:11:31.000-04:00","1","NO"
"115055240","MESAPABLO95","1","27900","2025-12-04T17:08:37.000-04:00","2025-12-04T17:08:37.000-04:00","1","NO"
"166587454","MICAELA_SNM","1","49000","2025-12-04T17:03:31.000-04:00","2025-12-04T17:03:31.000-04:00","1","NO"
"42156433","AFRENDE","1","32999","2025-12-04T17:02:40.000-04:00","2025-12-04T17:02:40.000-04:00","1","NO"
"148074565","TRD DIRECIONHIDRAULICAS","1","29000","2025-12-04T17:00:02.000-04:00","2025-12-04T17:00:02.000-04:00","1","NO"
"106300941","ADRIANAALBASSINI","1","32999","2025-12-04T17:00:04.000-04:00","2025-12-04T17:00:04.000-04:00","1","NO"
"98672851","LALOLUBRO","1","23000","2025-12-04T16:59:44.000-04:00","2025-12-04T16:59:44.000-04:00","1","NO"
"171303672","PALOMAGALA","1","24998","2025-12-04T16:57:09.000-04:00","2025-12-04T16:57:09.000-04:00","1","NO"
"229523523","LUZMONJO","2","59400","2025-12-04T16:26:44.000-04:00","2025-12-04T16:57:05.000-04:00","1","YES"
"339178520","DGORETTI91","1","23000","2025-12-04T16:39:30.000-04:00","2025-12-04T16:39:30.000-04:00","1","NO"
"495964926","SEBAGABRIEL30","1","115000","2025-12-04T16:39:10.000-04:00","2025-12-04T16:39:10.000-04:00","1","NO"
"670756720","SAAD1702631","1","70500","2025-12-04T16:36:27.000-04:00","2025-12-04T16:36:27.000-04:00","1","NO"
"513596375","SENSORYJUEGO","1","84150","2025-12-04T16:35:35.000-04:00","2025-12-04T16:35:35.000-04:00","1","NO"
"684119970","DEMARIARAULALEJANDRORAMON","1","105000","2025-12-04T16:31:40.000-04:00","2025-12-04T16:31:40.000-04:00","1","NO"
"755047445","ROJU1327119","1","3900","2025-12-04T16:25:43.000-04:00","2025-12-04T16:25:43.000-04:00","1","NO"
"434750717","MAMA4226355","1","19900","2025-12-04T16:21:08.000-04:00","2025-12-04T16:21:08.000-04:00","1","NO"
"144418141","SCCR2836156","1","119567","2025-12-04T16:19:57.000-04:00","2025-12-04T16:19:57.000-04:00","1","NO"
"496764790","VICE8670355","2","52799","2025-12-04T16:14:31.000-04:00","2025-12-04T16:14:31.000-04:00","2","YES"
"481952806","TORE9668777","1","42500","2025-12-04T16:04:21.000-04:00","2025-12-04T16:04:21.000-04:00","1","NO"
"509485664","VEGAROBERTO20220703103842","1","350000","2025-12-04T16:02:32.000-04:00","2025-12-04T16:02:32.000-04:00","1","NO"
"181883138","DANIELAPRAVISANI","1","280000","2025-12-04T16:00:21.000-04:00","2025-12-04T16:00:21.000-04:00","1","NO"
"113070310","CAROLATUR","1","44333","2025-12-04T15:56:58.000-04:00","2025-12-04T15:56:58.000-04:00","1","NO"
"453387031","LLULLIGNACIO","1","42900","2025-12-04T15:56:49.000-04:00","2025-12-04T15:56:49.000-04:00","1","NO"
"236117608","MAXIMILIANO GORNATI","1","32999","2025-12-04T15:54:26.000-04:00","2025-12-04T15:54:26.000-04:00","1","NO"
"140994336","SERGEI50005","1","22000","2025-12-04T15:49:02.000-04:00","2025-12-04T15:49:02.000-04:00","1","NO"
"79624438","MAR_TONI2005","2","42899","2025-12-04T15:49:01.000-04:00","2025-12-04T15:49:01.000-04:00","2","YES"
"37746706","TORQUE_1987","1","65900","2025-12-04T15:48:52.000-04:00","2025-12-04T15:48:52.000-04:00","1","NO"
"102530398","JULIABOGGIO","2","42899","2025-12-04T15:48:29.000-04:00","2025-12-04T15:48:29.000-04:00","2","YES"
"1160892914","ARIASCARLOS20220714181345","4","59424","2025-12-04T15:47:06.000-04:00","2025-12-04T15:47:07.000-04:00","3","YES"
"1413308842","SEGOVIAISAIAS20230702172942","1","155000","2025-12-04T15:46:15.000-04:00","2025-12-04T15:46:15.000-04:00","1","NO"
"180312347","ELISABONET","1","42500","2025-12-04T15:40:26.000-04:00","2025-12-04T15:40:26.000-04:00","1","NO"
"479214226","DEEM2593686","1","6930","2025-12-04T15:39:54.000-04:00","2025-12-04T15:39:54.000-04:00","1","NO"
"1101772094","AGCBHFEDBHADGCEF20230217142834","1","29000","2025-12-04T15:38:28.000-04:00","2025-12-04T15:38:28.000-04:00","1","NO"
"134748243","MARUH2013","1","39900","2025-12-04T15:38:04.000-04:00","2025-12-04T15:38:04.000-04:00","1","NO"
"91349441","K.ROGIBO","2","42899","2025-12-04T15:34:46.000-04:00","2025-12-04T15:34:46.000-04:00","2","YES"
"1208526858","RUATADEO20220930155536","2","68800","2025-12-04T15:33:47.000-04:00","2025-12-04T15:33:47.000-04:00","2","YES"
"1423864997","BALSAMELLOLIDIA20230715115829","1","28200","2025-12-04T15:33:15.000-04:00","2025-12-04T15:33:15.000-04:00","1","NO"
"463342993","LAUTAROJOELFAUAZ","1","127900","2025-12-04T15:29:16.000-04:00","2025-12-04T15:29:16.000-04:00","1","NO"
"21280979","MARIANCHALTEN","2","98000","2025-12-03T20:42:47.000-04:00","2025-12-04T15:27:45.000-04:00","1","YES"
"193388507","PEIG3097640","1","21000","2025-12-04T15:09:33.000-04:00","2025-12-04T15:09:33.000-04:00","1","NO"
"608953836","PEDROJUANAVILA","1","280000","2025-12-04T15:02:29.000-04:00","2025-12-04T15:02:29.000-04:00","1","NO"
"142317592","MONTEROMARIANA72","2","42899","2025-12-04T15:02:08.000-04:00","2025-12-04T15:02:08.000-04:00","2","YES"
"236412170","PADIJP","1","27498","2025-12-04T14:49:59.000-04:00","2025-12-04T14:49:59.000-04:00","1","NO"
"84734767","FOCMEN_122009","1","3958","2025-12-04T14:48:15.000-04:00","2025-12-04T14:48:15.000-04:00","1","NO"
"1045882063","LILIANALICIARUIZ","1","23000","2025-12-04T14:45:40.000-04:00","2025-12-04T14:45:40.000-04:00","1","NO"
"155644636","MARIAALEJANDRALAGAMMA","1","23000","2025-12-04T14:42:30.000-04:00","2025-12-04T14:42:30.000-04:00","1","NO"
"1636797716","WILSON129CABOS","1","23000","2025-12-04T14:39:40.000-04:00","2025-12-04T14:39:40.000-04:00","1","NO"
"13420973","INES BONORINO","1","49000","2025-12-04T14:37:44.000-04:00","2025-12-04T14:37:44.000-04:00","1","NO"
"124593400","GERMAN.90","1","21000","2025-12-04T14:36:42.000-04:00","2025-12-04T14:36:42.000-04:00","1","NO"
"324579196","GABY_JUNCOS01","1","27700","2025-12-04T14:33:56.000-04:00","2025-12-04T14:33:56.000-04:00","1","NO"
"1664751165","DONI20240202205121","1","23000","2025-12-04T14:25:43.000-04:00","2025-12-04T14:25:43.000-04:00","1","NO"
"57466101","P_PABLO ANTONIO","1","32999","2025-12-04T14:24:48.000-04:00","2025-12-04T14:24:48.000-04:00","1","NO"
"293477302","TEDI5149253","1","99900","2025-12-04T14:24:01.000-04:00","2025-12-04T14:24:01.000-04:00","1","NO"
"327431948","WINECBA","1","65900","2025-12-04T14:22:31.000-04:00","2025-12-04T14:22:31.000-04:00","1","NO"
"97953538","SEBA_LBDT","1","32999","2025-12-04T14:21:27.000-04:00","2025-12-04T14:21:27.000-04:00","1","NO"
"145485164","AGOSTINA1188","1","32999","2025-12-04T14:19:43.000-04:00","2025-12-04T14:19:43.000-04:00","1","NO"
"427753303","ROMINABRIGNOLI","1","14900","2025-12-04T14:11:51.000-04:00","2025-12-04T14:11:51.000-04:00","1","NO"
"92647672","ADRIMERINO100","1","65900","2025-12-04T14:10:09.000-04:00","2025-12-04T14:10:09.000-04:00","1","NO"
"66701536","JOANA_BAE","1","32999","2025-12-04T14:08:34.000-04:00","2025-12-04T14:08:34.000-04:00","1","NO"
"1394046871","FERNANDEZFERNANDO2023060814043","1","32999","2025-12-04T14:05:01.000-04:00","2025-12-04T14:05:01.000-04:00","1","NO"
"30410051","LOSGALEANO","1","21800","2025-12-04T14:02:46.000-04:00","2025-12-04T14:02:46.000-04:00","1","NO"
"2971410597","JA20251106095640","1","98000","2025-12-04T14:01:12.000-04:00","2025-12-04T14:01:12.000-04:00","1","NO"
"19750954","CECIPALLEIRO","1","150000","2025-12-04T13:55:24.000-04:00","2025-12-04T13:55:24.000-04:00","1","NO"
"1441173637","ARRIEGUINOLBERTO20230804152455","1","70500","2025-12-04T13:45:00.000-04:00","2025-12-04T13:45:00.000-04:00","1","NO"
"201505940","CARLOS-MANSILLA","1","20500","2025-12-04T13:40:49.000-04:00","2025-12-04T13:40:49.000-04:00","1","NO"
"120034647","JACK_ZOE","1","280000","2025-12-04T13:40:27.000-04:00","2025-12-04T13:40:27.000-04:00","1","NO"
"542045886","MIRTAISABELBENITEZ","1","65998","2025-12-04T13:38:56.000-04:00","2025-12-04T13:38:56.000-04:00","1","NO"
"338789718","NOELISA63","1","65900","2025-12-04T13:37:37.000-04:00","2025-12-04T13:37:37.000-04:00","1","NO"
"166130584","SIMIONIGNACIO","1","155000","2025-12-04T13:30:27.000-04:00","2025-12-04T13:30:27.000-04:00","1","NO"
"481930301","MARCOSJAVIERROSALES","1","147500","2025-12-04T13:24:01.000-04:00","2025-12-04T13:24:01.000-04:00","1","NO"
"117274","DAPA","2","42899","2025-12-04T13:23:18.000-04:00","2025-12-04T13:23:18.000-04:00","2","YES"
"11750490","JV-COMPUTACION","1","27700","2025-12-04T13:20:06.000-04:00","2025-12-04T13:20:06.000-04:00","1","NO"
"89341864","CHRISTIAN_D_BRITO","1","142437","2025-12-04T13:17:56.000-04:00","2025-12-04T13:17:56.000-04:00","1","NO"
"782772169","CLAUDIOMARTNLGUIZAMN","1","130000","2025-12-04T13:13:10.000-04:00","2025-12-04T13:13:10.000-04:00","1","NO"
"1049478813","LEDESMAHUMBERTO20220121162354","1","89500","2025-12-04T13:12:28.000-04:00","2025-12-04T13:12:28.000-04:00","1","NO"
"246312444","DOLLYBASTY","1","127900","2025-12-04T13:09:29.000-04:00","2025-12-04T13:09:29.000-04:00","1","NO"
"26971651","MELROSALES","2","45589","2025-12-01T13:34:27.000-04:00","2025-12-04T12:57:50.000-04:00","2","YES"
